Type,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,AdoptionSpeed,ColorName_x,ColorName_y,ColorName,BreedName_x,BreedName_y,StateName_x
2,7,3.0,2.0,2,1,1,1,1,2,0,41326,0,2,4,6,8,3,55,55,0
2,4,2.0,2.0,1,2,1,2,1,1,0,41326,0,1,3,6,5,2,110,93,0
1,96,1.0,2.0,2,1,1,2,1,2,0,41326,0,4,1,5,4,1,108,108,0
2,2,2.0,2.0,2,2,2,2,1,1,50,41326,0,4,1,6,8,3,9,74,0
2,1,2.0,1.0,2,2,2,2,1,1,30,41326,0,4,3,5,1,3,74,74,0
2,2,3.0,2.0,2,2,2,2,1,2,0,41326,0,4,2,8,1,3,74,110,0
1,36,3.0,2.0,1,1,1,1,1,2,0,41326,0,5,3,6,5,3,56,83,0
1,2,1.0,2.0,2,1,1,2,1,1,0,41326,0,5,1,5,4,3,83,51,0
2,3,3.0,1.0,1,2,2,2,1,3,0,41326,0,5,2,6,8,7,110,110,0
2,36,2.0,2.0,1,1,1,1,1,1,0,41326,0,4,4,6,5,3,110,93,0
1,2,3.0,1.0,1,2,1,2,1,2,0,41401,0,1,2,6,5,1,51,51,1
1,48,1.0,0.0,1,1,1,2,1,1,0,41326,0,3,4,6,5,2,113,46,0
2,3,1.0,2.0,2,2,2,2,1,1,0,41332,0,3,1,6,5,7,110,74,7
2,29,2.0,0.0,3,3,3,3,1,1,0,41326,0,2,2,6,5,2,9,45,0
2,2,3.0,2.0,2,2,2,2,1,15,0,41332,0,8,4,6,5,7,74,110,7
2,3,1.0,1.0,1,1,1,2,1,1,0,41327,1,4,2,6,7,3,66,66,2
1,60,1.0,2.0,2,1,1,1,1,1,0,41326,0,4,4,5,1,3,66,66,0
2,6,2.0,1.0,1,2,1,2,1,2,0,41326,0,1,2,5,7,2,62,32,0
2,6,2.0,0.0,1,1,1,1,1,2,0,41401,0,4,3,5,4,2,94,69,1
1,3,3.0,2.0,1,2,2,2,1,6,0,41336,0,1,3,6,5,3,51,51,3
2,3,2.0,0.0,2,2,1,2,1,1,0,41326,0,5,2,6,5,2,55,74,0
1,4,2.0,2.0,2,1,1,1,1,1,0,41326,0,10,3,6,5,3,51,99,0
2,3,3.0,1.0,1,2,1,2,1,3,0,41326,0,4,1,8,7,3,110,110,0
1,3,1.0,2.0,1,3,3,3,1,1,0,41327,0,2,2,6,1,3,84,59,2
1,1,3.0,3.0,1,2,1,2,1,20,50,41332,0,5,4,6,5,3,51,51,7
2,1,2.0,2.0,1,2,1,2,1,1,0,41326,0,3,1,6,8,3,110,32,0
2,2,2.0,2.0,1,2,1,2,1,1,0,41326,0,3,2,5,8,3,66,66,0
2,24,2.0,2.0,1,3,3,3,2,5,0,41326,0,1,0,6,5,2,66,66,0
1,1,3.0,1.0,1,2,2,2,1,8,0,41401,0,5,2,5,7,3,51,27,1
2,2,1.0,2.0,2,3,1,2,1,2,0,41327,0,1,2,6,5,3,74,45,2
2,24,3.0,2.0,2,3,3,3,1,5,0,41336,0,0,4,6,5,3,31,31,3
1,9,2.0,2.0,1,1,1,1,1,1,0,41326,0,7,2,6,5,3,87,51,0
2,3,2.0,2.0,1,1,1,2,1,1,0,41326,0,6,1,6,5,1,110,93,0
1,92,1.0,2.0,3,1,1,3,1,2,200,41326,0,3,2,5,7,3,46,90,0
2,12,3.0,2.0,2,2,2,3,1,3,0,41326,0,8,3,6,5,3,74,110,0
1,2,2.0,2.0,1,2,1,2,1,1,0,41401,0,7,2,6,5,3,81,51,1
2,2,1.0,2.0,1,2,1,2,2,2,0,41401,0,18,3,6,8,3,66,66,1
2,3,3.0,1.0,2,2,1,2,1,5,0,41401,0,5,1,6,5,3,110,9,1
2,3,2.0,1.0,1,2,2,2,1,1,0,41401,0,1,2,5,8,3,110,74,1
1,1,3.0,2.0,2,2,2,2,1,7,0,41326,0,5,2,5,1,3,68,51,0
2,38,2.0,2.0,3,1,1,1,1,3,200,41401,0,2,2,6,4,3,9,32,1
2,1,3.0,1.0,1,2,2,2,1,4,0,41401,0,5,1,6,4,3,110,74,1
2,1,1.0,2.0,2,2,1,2,1,1,0,41326,0,8,2,6,5,3,74,55,0
2,1,2.0,2.0,1,2,1,2,1,1,0,41326,0,5,1,1,7,3,66,66,0
2,3,2.0,1.0,2,2,1,2,1,1,0,41401,0,3,2,6,5,3,32,74,1
1,22,1.0,1.0,2,1,1,2,1,1,0,41326,0,5,2,6,4,3,37,46,0
2,3,3.0,0.0,1,2,1,2,1,3,0,41326,0,2,3,6,5,2,110,110,0
1,1,1.0,2.0,2,2,1,2,1,1,0,41326,0,4,1,6,5,3,51,51,0
1,1,3.0,2.0,1,3,3,3,1,7,0,41326,0,5,4,6,5,3,51,51,0
1,36,2.0,0.0,3,1,1,3,1,1,0,41335,0,4,4,6,7,2,46,46,9
2,4,2.0,1.0,1,3,3,3,1,2,0,41326,0,5,3,6,8,3,110,74,0
1,2,1.0,0.0,1,1,1,2,1,2,0,41326,0,8,2,6,5,2,72,65,0
1,14,2.0,1.0,2,1,1,2,1,1,150,41326,0,3,4,6,4,3,7,106,0
1,1,3.0,1.0,2,2,3,3,1,3,0,41401,0,2,1,6,5,3,87,102,1
1,3,1.0,3.0,1,2,1,2,1,1,0,41326,0,18,2,6,5,4,51,84,0
1,4,1.0,2.0,1,2,2,2,1,1,0,41326,0,6,1,4,8,1,51,114,0
2,5,2.0,2.0,1,2,1,2,1,1,0,41401,0,15,3,6,4,1,110,93,1
2,4,2.0,2.0,1,1,1,2,1,1,120,41326,0,7,2,1,7,3,110,74,0
2,1,3.0,1.0,1,2,1,2,1,7,0,41401,0,13,2,8,1,3,119,119,1
1,2,1.0,0.0,2,2,1,2,2,1,0,41326,0,1,4,6,5,2,51,51,0
1,1,2.0,2.0,1,2,2,2,1,7,100,41326,0,5,2,6,5,3,88,51,0
1,2,3.0,2.0,2,3,3,3,1,3,0,41327,0,1,1,6,5,8,83,51,2
1,1,3.0,2.0,1,2,2,3,1,4,0,41326,0,1,2,6,4,3,51,51,0
1,2,2.0,2.0,2,2,1,2,1,1,0,41401,0,2,2,6,5,3,51,51,1
2,7,3.0,2.0,1,2,2,2,1,5,0,41326,0,4,4,6,5,3,66,66,0
1,4,3.0,2.0,1,3,3,3,1,4,0,41326,0,4,4,6,5,3,51,51,0
2,24,2.0,2.0,3,3,2,3,1,1,0,41326,0,1,2,6,5,4,93,9,0
2,1,2.0,1.0,1,2,2,2,1,1,50,41326,0,5,2,6,5,3,110,110,0
2,1,2.0,1.0,1,2,2,2,1,4,0,41336,0,1,4,6,5,2,74,110,3
1,12,1.0,0.0,2,3,3,3,3,1,0,41336,0,3,4,6,5,2,51,51,3
2,2,1.0,0.0,2,2,1,2,1,1,0,41401,0,12,4,6,8,2,32,74,1
1,3,1.0,3.0,1,3,1,3,1,1,50,41401,0,2,4,6,5,3,66,66,1
2,3,3.0,1.0,1,2,2,2,1,3,0,41326,0,12,2,4,7,3,110,74,0
1,3,2.0,2.0,1,2,2,2,1,1,0,41326,0,1,2,6,5,1,51,51,0
2,6,3.0,2.0,2,2,2,2,1,3,0,41401,0,5,2,6,7,3,45,74,1
2,5,2.0,1.0,1,1,1,2,1,1,100,41326,0,2,2,6,4,3,74,9,0
2,2,3.0,1.0,1,2,1,2,1,4,0,41326,0,4,0,6,5,4,26,74,0
2,2,3.0,0.0,2,2,2,2,1,2,0,41327,0,3,1,6,8,2,110,110,2
1,1,2.0,2.0,1,2,2,2,1,1,0,41326,0,8,2,6,5,3,51,51,0
2,3,2.0,2.0,2,2,1,2,1,1,50,41326,0,5,1,6,4,3,50,74,0
2,1,3.0,2.0,1,2,2,2,1,2,0,41401,0,5,2,8,7,3,110,110,1
1,1,2.0,2.0,2,1,1,2,1,1,0,41326,0,2,1,4,1,2,51,51,0
2,9,3.0,2.0,1,1,1,1,1,2,0,41326,0,17,2,8,1,7,55,78,0
1,2,3.0,2.0,2,3,3,3,1,3,0,41324,0,3,4,6,5,3,51,51,8
1,0,2.0,2.0,1,2,2,2,1,1,0,41336,0,1,0,6,1,3,51,51,3
1,60,1.0,3.0,1,1,1,1,1,1,0,41326,0,5,4,1,7,3,27,51,0
2,6,1.0,2.0,2,3,1,2,1,1,30,41326,0,2,1,8,1,3,45,110,0
1,1,2.0,2.0,2,2,2,2,1,3,0,41326,0,4,2,6,5,3,7,106,0
1,4,2.0,3.0,2,1,1,1,1,1,0,41326,0,7,1,6,5,4,51,106,0
2,2,2.0,2.0,3,2,2,2,1,3,0,41326,0,12,2,6,5,3,45,9,0
2,2,3.0,2.0,1,2,2,2,1,2,0,41326,0,1,2,6,5,3,110,110,0
1,3,3.0,0.0,1,3,3,3,1,3,0,41336,0,3,2,6,5,2,66,8,3
2,1,3.0,0.0,2,2,2,2,1,4,0,41326,0,5,4,6,8,2,74,74,0
2,3,3.0,1.0,1,2,2,2,1,5,0,41326,0,2,2,6,5,3,110,110,0
2,1,3.0,2.0,1,3,3,3,1,3,30,41336,0,3,2,6,7,3,66,66,3
2,1,3.0,1.0,2,2,2,2,1,3,0,41326,0,5,1,6,1,3,45,74,0
2,1,2.0,2.0,1,2,1,2,1,1,0,41326,0,4,1,6,7,2,55,110,0
1,2,1.0,2.0,1,2,2,2,1,2,0,41330,0,2,2,6,5,8,51,6,4
1,1,1.0,1.0,2,2,2,3,1,1,0,41326,0,3,2,5,7,3,51,51,0
1,2,3.0,2.0,2,2,2,2,1,8,0,41326,0,15,1,6,5,4,43,51,0
2,36,1.0,3.0,2,1,1,1,1,4,0,41401,0,4,4,6,5,3,47,45,1
1,60,2.0,2.0,2,1,1,1,1,1,0,41326,0,0,2,4,1,3,91,51,0
1,2,2.0,2.0,1,2,2,2,1,2,0,41326,0,5,1,6,5,3,51,51,0
2,12,1.0,2.0,1,1,1,1,1,1,0,41401,0,6,2,6,5,2,66,62,1
2,1,2.0,2.0,2,2,2,2,1,1,50,41326,0,5,1,6,4,3,45,74,0
1,9,1.0,2.0,1,1,1,2,1,1,0,41401,0,2,4,5,1,3,88,51,1
1,12,2.0,1.0,2,1,1,1,1,1,0,41326,0,5,4,6,5,4,106,51,0
2,2,1.0,2.0,2,1,1,3,1,1,0,41401,0,14,4,5,7,3,66,66,1
2,2,2.0,1.0,1,2,2,2,1,1,0,41401,0,7,2,6,4,2,110,110,1
2,3,3.0,1.0,2,2,2,3,1,2,150,41330,0,1,3,6,5,3,74,78,4
2,2,2.0,2.0,3,2,2,2,1,1,100,41326,0,1,1,5,1,3,70,55,0
1,8,1.0,2.0,2,1,1,3,1,1,0,41326,0,5,4,5,4,8,51,51,0
2,3,1.0,0.0,1,1,1,2,1,1,0,41401,0,1,1,6,7,2,110,9,1
2,2,2.0,1.0,1,2,2,2,1,1,0,41401,0,3,1,6,8,3,110,110,1
2,3,2.0,2.0,3,2,2,2,1,1,100,41326,0,1,2,6,5,8,70,93,0
1,108,2.0,2.0,2,1,2,3,1,1,0,41326,0,1,4,4,1,3,114,68,0
1,25,2.0,2.0,3,1,1,1,1,1,0,41326,0,1,2,4,1,3,83,46,0
1,12,1.0,2.0,1,1,1,1,1,1,0,41336,0,2,4,6,5,3,104,68,3
2,2,2.0,1.0,1,2,1,2,1,1,100,41326,0,10,2,6,5,3,110,69,0
2,3,3.0,2.0,3,2,1,2,1,4,100,41326,0,4,2,6,1,3,45,74,0
1,2,2.0,2.0,2,3,3,3,1,3,0,41336,0,10,2,5,4,7,66,66,3
1,24,2.0,2.0,2,2,2,1,1,1,0,41326,0,3,4,6,5,3,68,51,0
2,2,1.0,2.0,2,2,1,2,1,1,50,41326,0,6,3,6,5,7,45,74,0
1,17,3.0,3.0,2,1,1,2,1,2,0,41401,0,2,1,6,1,3,115,25,1
2,1,2.0,2.0,1,2,1,2,1,1,0,41326,0,6,3,6,7,3,74,55,0
2,8,3.0,2.0,1,1,1,2,1,6,0,41401,0,6,3,6,5,3,110,62,1
1,1,1.0,2.0,2,2,2,2,1,1,0,41327,0,1,2,5,4,1,51,51,2
1,2,2.0,0.0,1,2,1,2,1,1,100,41326,1,8,4,6,5,2,51,51,0
1,2,2.0,2.0,1,2,1,2,1,2,0,41326,0,10,4,6,5,3,51,83,0
2,11,3.0,2.0,2,1,1,1,1,6,0,41326,0,5,4,6,4,3,110,110,0
2,9,2.0,0.0,2,2,2,2,1,1,200,41326,0,1,4,6,1,2,78,78,0
1,2,2.0,1.0,1,1,1,1,1,2,0,41401,0,5,3,6,1,3,51,51,1
2,1,2.0,1.0,1,2,2,2,1,2,0,41401,0,2,1,5,1,3,110,110,1
2,2,2.0,0.0,2,1,1,2,1,1,50,41326,0,2,1,5,8,2,32,74,0
1,24,2.0,3.0,2,1,1,1,1,1,0,41326,0,2,4,6,5,1,83,106,0
1,3,2.0,0.0,1,2,1,2,1,1,0,41326,0,4,3,1,7,2,52,51,0
1,2,1.0,2.0,2,2,2,2,1,1,0,41326,0,5,2,6,5,8,51,51,0
1,5,2.0,2.0,1,3,3,2,1,1,0,41326,0,5,1,6,5,3,87,81,0
2,60,2.0,2.0,1,1,1,2,1,2,0,41401,0,2,1,6,5,8,62,62,1
2,3,2.0,2.0,1,2,1,2,1,1,0,41401,0,12,3,6,7,3,110,110,1
2,2,3.0,0.0,2,2,2,2,1,3,0,41326,0,6,2,6,4,2,110,110,0
2,2,3.0,2.0,1,2,2,2,1,4,0,41326,0,4,1,6,5,1,55,55,0
2,2,3.0,1.0,1,2,1,2,1,2,0,41401,0,5,3,6,5,3,110,110,1
1,2,1.0,2.0,1,1,1,3,1,1,0,41401,0,2,0,6,5,3,6,51,1
1,1,2.0,1.0,1,2,2,2,1,1,0,41326,0,3,4,6,5,4,51,51,0
2,2,3.0,2.0,1,2,2,2,1,3,0,41326,0,3,4,6,8,3,110,110,0
2,2,3.0,2.0,1,2,2,2,1,5,0,41326,0,8,0,6,5,3,119,62,0
2,1,1.0,2.0,2,3,3,2,1,3,0,41326,0,4,0,6,5,3,74,110,0
1,11,2.0,2.0,2,1,3,1,1,2,0,41335,0,1,4,6,5,3,81,51,9
2,3,1.0,2.0,1,2,1,2,1,3,0,41326,0,5,1,6,5,3,66,66,0
2,1,2.0,2.0,2,2,2,2,1,1,0,41326,0,2,1,6,5,7,55,110,0
2,1,2.0,2.0,3,1,1,2,1,1,150,41401,2,5,3,6,4,3,66,66,1
2,3,2.0,0.0,1,1,1,2,1,1,0,41327,1,7,2,6,8,2,110,32,2
2,3,2.0,1.0,2,2,2,2,1,1,0,41401,0,1,1,6,7,3,74,55,1
2,5,2.0,2.0,2,1,1,1,1,1,0,41326,0,2,2,6,7,3,66,66,0
1,20,2.0,2.0,2,1,1,1,1,1,0,41326,0,4,4,6,8,1,120,68,0
2,3,3.0,1.0,2,2,2,2,1,4,0,41326,0,5,3,6,8,7,45,78,0
2,1,2.0,2.0,3,1,1,2,1,1,150,41401,2,6,3,4,7,3,9,32,1
2,2,3.0,2.0,1,2,1,2,1,4,0,41401,0,8,4,6,7,3,110,110,1
1,4,2.0,3.0,2,1,1,2,1,1,0,41326,0,10,3,6,5,2,51,106,0
2,7,2.0,2.0,1,1,1,1,1,1,50,41326,0,3,1,6,8,3,66,66,0
2,2,1.0,0.0,2,2,2,2,1,1,0,41326,0,10,2,6,5,2,93,110,0
1,1,3.0,1.0,1,2,1,2,1,3,0,41326,0,5,4,6,5,4,51,51,0
2,2,2.0,1.0,2,2,2,2,1,3,0,41326,0,5,0,6,5,2,78,74,0
2,1,1.0,2.0,1,2,1,2,1,1,0,41326,0,3,2,6,7,3,110,26,0
2,24,3.0,2.0,2,3,3,3,1,3,0,41401,0,1,4,6,8,3,119,110,1
1,1,2.0,2.0,2,2,2,2,1,1,1,41401,0,3,1,6,5,1,51,51,1
2,2,3.0,1.0,2,1,1,2,1,2,200,41326,0,11,3,6,7,3,74,110,0
1,11,2.0,2.0,1,2,2,2,1,1,0,41326,0,2,2,6,5,3,104,51,0
2,5,3.0,2.0,3,2,2,2,1,2,100,41401,0,3,2,6,5,7,9,45,1
2,12,2.0,2.0,3,3,3,3,1,1,0,41401,0,1,2,6,5,3,66,66,1
2,2,3.0,1.0,1,2,2,2,1,3,0,41401,0,5,4,6,1,7,110,110,1
1,3,2.0,2.0,2,2,1,2,1,1,0,41326,0,0,4,6,5,3,51,51,0
1,1,1.0,2.0,2,2,1,2,1,1,0,41326,0,3,2,6,5,3,51,51,0
2,2,2.0,0.0,2,1,1,2,1,1,50,41326,0,11,1,5,1,2,74,121,0
2,3,1.0,2.0,1,2,2,2,1,1,0,41326,0,3,1,4,8,1,62,119,0
1,2,2.0,2.0,1,2,1,2,1,1,0,41326,0,1,3,6,5,3,83,51,0
2,0,3.0,2.0,1,2,2,2,1,5,0,41326,0,11,3,5,4,3,110,110,0
1,15,1.0,2.0,1,1,1,1,2,1,0,41401,0,3,4,6,5,3,51,51,1
2,1,2.0,2.0,2,2,1,2,1,1,100,41326,0,5,1,1,7,3,45,80,0
1,1,3.0,2.0,2,2,2,2,1,4,50,41326,0,11,2,5,1,3,84,51,0
1,4,1.0,3.0,1,1,1,1,1,1,0,41330,0,10,3,6,5,3,51,51,4
1,2,2.0,0.0,1,2,1,3,1,1,0,41401,0,1,3,6,5,2,14,53,1
2,4,2.0,2.0,3,3,3,2,1,1,0,41401,0,1,1,1,7,3,64,5,1
2,8,2.0,2.0,1,2,1,2,1,10,0,41401,0,4,0,8,1,2,74,110,1
2,1,2.0,2.0,2,2,2,2,1,2,0,41326,0,8,4,6,8,3,110,74,0
2,1,2.0,1.0,1,2,2,2,2,1,0,41326,0,4,3,6,5,3,119,28,0
1,2,2.0,3.0,1,2,2,1,1,1,0,41401,0,3,1,5,4,8,51,51,1
2,16,3.0,2.0,2,1,1,2,1,3,0,41326,0,4,2,4,8,1,66,66,0
1,4,2.0,2.0,1,3,3,3,1,1,0,41326,0,3,3,6,4,1,106,51,0
2,24,1.0,2.0,1,3,3,1,2,1,0,41401,0,2,4,6,5,4,55,110,1
2,2,2.0,2.0,1,2,2,2,1,1,0,41326,0,5,1,6,7,3,110,74,0
2,3,2.0,2.0,2,2,2,2,1,1,0,41326,1,3,2,6,5,8,110,93,0
1,36,1.0,2.0,2,1,1,1,1,1,200,41326,0,2,3,6,1,7,83,90,0
1,1,3.0,2.0,2,2,2,3,1,7,0,41326,0,8,1,6,5,3,51,51,0
2,5,2.0,2.0,2,1,1,1,1,2,30,41326,0,10,3,5,1,7,45,45,0
1,2,3.0,2.0,1,2,2,2,1,6,0,41327,0,2,4,6,5,8,27,51,2
2,1,2.0,1.0,1,2,2,2,1,1,0,41401,0,2,4,6,5,4,66,66,1
2,19,2.0,3.0,2,1,3,1,1,1,0,41326,0,0,0,6,8,3,66,66,0
2,1,3.0,2.0,2,2,2,2,1,4,0,41324,0,10,2,6,8,3,74,110,8
2,0,3.0,2.0,1,2,2,2,1,4,0,41326,0,0,3,6,4,3,110,49,0
2,1,2.0,2.0,2,2,2,2,1,1,0,41401,0,1,3,8,1,3,74,74,1
